Year,Month,SAC,YOLO,SJR,Total_Inflow,CCC,SWP,CVP,NBAQ,SWP+CVP,EXPORT,GCD,CD,Qwest,RIO,OUT,X2,DICU,Outflow,Rio,RS_250,RS_Ant_150,CW_M&I,Tracy_250,Emm,JP,CW_Ag,Term_SAL,SB_PP,SB_PP_CW,SB_Chipps,SB_Antioch,Chipps_Survival,Rio_Vista,Chipps_EC,Chipps_Flow,SWP,CVP,Fish_Xchan_cost,Tracy_cost,M&I_cost,M&I+Tracy,Ag_Cost,Ag_+_M&I_+_Tracy,Fish_Cost,Fsh+M+I+A+T,export_loss,F+M+I+A+T+Ex,Surplus,CW,Net_surplus,January,X2,Jul-Sep,Oct-Dec,CVPIA/ESA,Capacity,CVPIA/ESA_loss,ESA_export_loss
2015,11,364.28,5.72,53.09,433.73,4.43,38.67,89.48,3.28,128.15,135.85,102.75,14.09,137.59,147.18,283.78,,43.66,254.21,151.05,260.76,0,0.09,217.84,0,0,0,0,0,,,,,208.26,0,283.65,,,0.09,217.84,42.92,260.76,0,260.76,178.6,260.76,0,260.76,-6.54,0.09,,0,0,0,178.51,0,671.21,0,0
2015,12,648.22,8.56,47.56,729.57,3.97,76.86,68.39,1.18,145.25,150.39,127.8,10.51,132.51,436.92,568.68,,48.11,531.08,439.81,269.45,0,6.12,225.1,0,0,0,0,0,,,,,215.21,0,465.33,,,6.12,225.1,44.35,269.45,0,269.45,221.32,269.45,14.54,459.65,261.63,6.12,,0,0,0,215.21,0,677.26,0,175.66
2016,1,1685.02,43.42,99.78,1886.2,0.92,136.75,144.95,0.99,281.69,283.58,74.26,-96.68,250.77,1441.77,1699.3,,-69.87,1672.49,1401.4,269.45,338.38,0.4,225.1,0,0,0,0,0,,,,,0,0,1142.6,,,0.4,225.1,113.28,338.38,0,338.38,369.32,369.32,15.96,689.36,1303.16,0.4,,368.93,0,0,0,0,676.33,0,304.08
2016,2,1217.45,20.06,60.33,1341.32,5.32,123.79,166.65,0.96,290.44,296.72,50.48,18.2,34.5,993.19,1026.41,,22.07,1022.54,994.92,252.07,316.55,0,210.58,0,0,0,0,0,,,,,0,0,502.39,,,0,210.58,105.97,316.55,0,316.55,655.74,655.74,29.22,840.59,366.81,0,,0,655.74,0,0,0,622.39,0,155.63
2016,3,3307.44,625.64,122.53,4205.25,5.8,162.53,190.6,0.02,353.13,358.94,80.11,-67.65,491,3418.24,3913.96,,-7.64,3853.95,3396.51,269.45,338.38,1.39,225.1,0,0,0,10.78,10.99,,,,,0,0,1436.28,,,1.39,225.1,113.28,338.38,0,338.38,702.35,702.35,21.35,976.4,3151.6,1.39,,0,700.96,0,0,0,686.04,0,252.71
2016,4,1156.56,41.77,105.08,1358.58,17.24,45.5,59.27,0.53,104.77,122.54,109.91,-6.04,265.89,975.77,1242.09,,43.52,1192.52,971.2,260.76,327.46,0,217.84,560.7,505.15,0,323.31,329.68,,,,,0,0,356.07,,,0,217.84,109.62,327.46,560.7,560.7,854.88,854.88,204.34,1183.53,337.65,0,,0,854.88,0,0,47.6,671.21,10.65,113.65
2016,5,819.57,30.81,120.36,1010.48,17.64,58.84,66.17,3.09,125.01,145.74,146.97,117.42,144.02,611.53,747.33,,101.74,763.01,640.83,269.45,338.38,0,225.1,579.39,521.99,0,334.08,329.68,,,,,0,0,273.16,,,0,225.1,113.28,338.38,579.39,579.39,641.26,673.51,34.73,763.49,89.5,0,,0,641.26,0,0,41.65,693.58,-16.77,72.03
2016,6,823.54,36.63,36.27,924.23,20.41,195.84,64.1,4.74,259.95,285.09,219.69,219.69,-53.7,488.53,419.44,,148.3,490.83,543.07,260.76,251.05,0,217.84,483.79,457.69,13.02,323.31,0,,,,,0,0,329.29,,,10.24,217.84,94.06,311.9,484.81,484.81,431.53,489.87,22.86,478.92,0.96,13.02,,0,408.4,12.89,0,0,671.21,0,-33.81
2016,7,1133.95,49.02,19.18,1218.05,17.27,364.13,59.31,5.38,423.44,446.08,264.55,264.55,-108.42,634.35,507.41,,193.9,578.07,699.21,269.45,0,0,225.1,430.37,430.04,29.83,334.08,0,,,,,0,0,783.42,,,0,225.1,44.35,269.45,459.97,459.97,394.71,459.97,0,459.97,118.1,29.83,,0,0,394.71,0,0,693.58,0,0
2016,8,1159.14,30.04,17.54,1223.16,16.62,428.59,161.62,4.75,590.21,611.57,230.67,230.67,-235.47,632.54,380.93,,114.09,497.5,688.61,269.45,0,28.97,225.1,208.24,208.08,7.33,150.88,0,,,,,5.95,0,797.16,,,0,225.1,73.32,298.42,215.5,383.54,243.97,383.54,0,383.54,113.96,36.3,,0,0,243.97,0,0,693.58,0,0
2016,9,989.55,22.31,16.81,1042.87,19.54,327.56,227.72,4.19,555.28,579,155.06,155.06,-202.43,522.11,308.82,,67.8,396.07,551.43,260.76,0,33.15,217.84,0,0,0,0,0,,,,,180.5,0,692.87,,,0,217.84,76.07,293.91,0,293.91,180.5,293.91,0,293.91,102.17,33.15,,0,0,172.56,7.93,0,671.21,0,0
2016,10,707.45,7.93,70.74,813.46,8.49,177.52,234.36,3.67,411.89,424.04,114.67,77.15,-31.4,349.07,312.27,,-46.96,436.38,330.35,269.45,0,11.07,225.1,0,0,0,0,0,,,,,246.94,0,521.32,,,0,225.1,55.42,280.52,0,280.52,245.95,280.52,51.94,332.45,155.86,11.07,,0,0,0,245.95,0,693.58,0,0
2016,11,885.11,2.02,71.45,992.87,5.98,289.55,158.51,2.84,448.06,456.88,102.94,90.73,-82.88,534.49,445.26,,23.23,512.76,528.04,260.76,0,17.53,217.84,0,0,0,0,0,,,,,267.77,0,635.72,,,8.96,217.84,51.49,269.33,0,269.33,247.97,273.94,16.75,290.69,238.82,17.53,,0,0,0,239.01,0,671.21,0,0
2016,12,2449.82,158.64,65.23,2787.14,5.84,300.77,217.68,2.04,518.46,526.34,127.96,116.2,6,2146.73,2144.6,,64.41,2196.4,2172.8,269.45,0,27.86,225.1,0,0,0,0,0,,,,,276.69,0,1774.68,,,24.17,225.1,48.04,273.14,0,273.14,300.86,300.86,3.29,436.49,1895.54,27.86,,0,0,0,276.69,0,705.26,0,132.34
